ID,Show,Theatre,Gross,Potential,Rev%,GrossChange,Attendance,Capacity,Att%,AttChange,AvgTicket,TopTicket,Performances,Previews,Week,Month,Year
89,Charlie and the Chocolate Factory ,Lunt-Fontanne ,1148780,1390624,0.83,-9201,11729,11968,0.98,552,97.9,233.0,8,0,5/21/17,5,2017
89,Charlie and the Chocolate Factory ,Lunt-Fontanne ,1221821,1390624,0.88,73041,11656,11968,0.97,-73,104.8,233.0,8,0,5/28/17,5,2017
89,Charlie and the Chocolate Factory ,Lunt-Fontanne ,1167234,1390624,0.84,-54587,11858,11968,0.99,202,98.4,233.0,8,0,6/4/17,6,2017
89,Charlie and the Chocolate Factory ,Lunt-Fontanne ,1186806,1390624,0.85,19572,11843,11968,0.99,-15,100.2,233.0,8,0,6/11/17,6,2017
89,Charlie and the Chocolate Factory ,Lunt-Fontanne ,1254022,1390624,0.90,67216,11825,11968,0.99,-18,106.1,233.0,8,0,6/18/17,6,2017
89,Charlie and the Chocolate Factory ,Lunt-Fontanne ,1305410,1390624,0.94,51388,11903,11968,0.99,78,109.7,233.0,8,0,6/25/17,6,2017
89,Charlie and the Chocolate Factory ,Lunt-Fontanne ,1178785,1390624,0.85,-126625,11187,11968,0.93,-716,105.4,233.0,8,0,7/2/17,7,2017
89,Charlie and the Chocolate Factory ,Lunt-Fontanne ,1088314,1390624,0.78,-90471,10725,11968,0.90,-462,101.5,233.0,8,0,7/9/17,7,2017
89,Charlie and the Chocolate Factory ,Lunt-Fontanne ,1093433,1390624,0.79,5119,11296,11968,0.94,571,96.8,233.0,8,0,7/16/17,7,2017
89,Charlie and the Chocolate Factory ,Lunt-Fontanne ,1106594,1390624,0.80,13161,11069,11968,0.92,-227,100.0,233.0,8,0,7/23/17,7,2017
89,Charlie and the Chocolate Factory ,Lunt-Fontanne ,1071628,1390624,0.77,-34966,10776,11968,0.90,-293,99.5,233.0,8,0,7/30/17,7,2017
89,Charlie and the Chocolate Factory ,Lunt-Fontanne ,1002398,1390624,0.72,-69230,10258,11968,0.86,-518,97.7,233.0,8,0,8/6/17,8,2017
89,Charlie and the Chocolate Factory ,Lunt-Fontanne ,1014928,1390624,0.73,12530,10288,11968,0.86,30,98.7,233.0,8,0,8/13/17,8,2017
89,Charlie and the Chocolate Factory ,Lunt-Fontanne ,880764,1390624,0.63,-134164,9235,11968,0.77,-1053,95.4,233.0,8,0,8/20/17,8,2017
89,Charlie and the Chocolate Factory ,Lunt-Fontanne ,850506,1390624,0.61,-30258,8932,11968,0.75,-303,95.2,233.0,8,0,8/27/17,8,2017
89,Charlie and the Chocolate Factory ,Lunt-Fontanne ,937986,1390624,0.67,87480,9804,11968,0.82,872,95.7,233.0,8,0,9/3/17,9,2017
89,Charlie and the Chocolate Factory ,Lunt-Fontanne ,848893,1390624,0.61,-89093,9851,11968,0.82,47,86.2,233.0,8,0,9/10/17,9,2017
89,Charlie and the Chocolate Factory ,Lunt-Fontanne ,823794,1390624,0.59,-25099,9970,11968,0.83,119,82.6,233.0,8,0,9/17/17,9,2017
89,Charlie and the Chocolate Factory ,Lunt-Fontanne ,668216,1390624,0.48,-155578,8297,11968,0.69,-1673,80.5,233.0,8,0,9/24/17,9,2017
89,Charlie and the Chocolate Factory ,Lunt-Fontanne ,558636,1390624,0.40,-109580,7941,11968,0.66,-356,70.4,233.0,8,0,10/1/17,10,2017
89,Charlie and the Chocolate Factory ,Lunt-Fontanne ,842320,1390624,0.61,283684,9512,11968,0.79,1571,88.6,233.0,8,0,10/8/17,10,2017
89,Charlie and the Chocolate Factory ,Lunt-Fontanne ,830750,1390624,0.60,-11570,9342,11968,0.78,-170,88.9,233.0,8,0,10/15/17,10,2017
89,Charlie and the Chocolate Factory ,Lunt-Fontanne ,739173,1390624,0.53,-91577,8952,11968,0.75,-390,82.6,233.0,8,0,10/22/17,10,2017
89,Charlie and the Chocolate Factory ,Lunt-Fontanne ,706005,1390624,0.51,-33168,8392,11968,0.70,-560,84.1,233.0,8,0,10/29/17,10,2017
89,Charlie and the Chocolate Factory ,Lunt-Fontanne ,698801,1390624,0.50,-7204,8272,11968,0.69,-120,84.5,233.0,8,0,11/5/17,11,2017
89,Charlie and the Chocolate Factory ,Lunt-Fontanne ,897896,1390624,0.65,199095,9573,11968,0.80,1301,93.8,233.0,8,0,11/12/17,11,2017
89,Charlie and the Chocolate Factory ,Lunt-Fontanne ,844466,1390624,0.61,-53430,9355,11968,0.78,-218,90.3,233.0,8,0,11/19/17,11,2017
89,Charlie and the Chocolate Factory ,Lunt-Fontanne ,1479548,1390624,1.06,635082,10930,11968,0.91,1575,135.4,233.0,8,0,11/26/17,11,2017
89,Charlie and the Chocolate Factory ,Lunt-Fontanne ,846298,1390624,0.61,-633250,9066,11968,0.76,-1864,93.4,233.0,8,0,12/3/17,12,2017
90,Chicago ,Ambassador ,846342,903710,0.94,429473,9250,9720,0.95,3488,91.5,240.0,9,0,1/1/06,1,2006
90,Chicago ,Ambassador ,573438,803297,0.71,-272904,7643,8640,0.88,-1607,75.0,240.0,8,0,1/8/06,1,2006
90,Chicago ,Ambassador ,498242,803297,0.62,-75196,7109,8640,0.82,-534,70.1,240.0,8,0,1/15/06,1,2006
90,Chicago ,Ambassador ,393101,803297,0.49,-105141,5749,8640,0.67,-1360,68.4,240.0,8,0,1/22/06,1,2006
90,Chicago ,Ambassador ,354299,803297,0.44,-38802,5273,8640,0.61,-476,67.2,240.0,8,0,1/29/06,1,2006
90,Chicago ,Ambassador ,337735,803297,0.42,-16564,5147,8640,0.60,-126,65.6,240.0,8,0,2/5/06,2,2006
90,Chicago ,Ambassador ,361567,803297,0.45,23832,5426,8640,0.63,279,66.6,240.0,8,0,2/12/06,2,2006
90,Chicago ,Ambassador ,538945,803297,0.67,177378,7331,8640,0.85,1905,73.5,240.0,8,0,2/19/06,2,2006
90,Chicago ,Ambassador ,494456,803297,0.62,-44489,7371,8640,0.85,40,67.1,240.0,8,0,2/26/06,2,2006
90,Chicago ,Ambassador ,400520,803297,0.50,-93936,6160,8640,0.71,-1211,65.0,240.0,8,0,3/5/06,3,2006
90,Chicago ,Ambassador ,493220,803297,0.61,92700,7501,8640,0.87,1341,65.8,240.0,8,0,3/12/06,3,2006
90,Chicago ,Ambassador ,604616,803297,0.75,111396,8367,8640,0.97,866,72.3,240.0,8,0,3/19/06,3,2006
90,Chicago ,Ambassador ,572452,803297,0.71,-32164,7983,8640,0.92,-384,71.7,240.0,8,0,3/26/06,3,2006
90,Chicago ,Ambassador ,531097,803297,0.66,-41355,7705,8640,0.89,-278,68.9,240.0,8,0,4/2/06,4,2006
90,Chicago ,Ambassador ,500875,803297,0.62,-30222,7339,8640,0.85,-366,68.3,240.0,8,0,4/9/06,4,2006
90,Chicago ,Ambassador ,644280,803297,0.80,143405,8306,8640,0.96,967,77.6,240.0,8,0,4/16/06,4,2006
90,Chicago ,Ambassador ,565149,803297,0.70,-79131,7657,8640,0.89,-649,73.8,240.0,8,0,4/23/06,4,2006
90,Chicago ,Ambassador ,468140,803297,0.58,-97009,6953,8640,0.80,-704,67.3,240.0,8,0,4/30/06,4,2006
90,Chicago ,Ambassador ,450557,803297,0.56,-17583,6485,8640,0.75,-468,69.5,240.0,8,0,5/7/06,5,2006
90,Chicago ,Ambassador ,415010,803297,0.52,-35547,6063,8640,0.70,-422,68.5,240.0,8,0,5/14/06,5,2006
90,Chicago ,Ambassador ,492659,803297,0.61,77649,7291,8640,0.84,1228,67.6,240.0,8,0,5/21/06,5,2006
90,Chicago ,Ambassador ,534712,803297,0.67,42053,7508,8640,0.87,217,71.2,240.0,8,0,5/28/06,5,2006
90,Chicago ,Ambassador ,388899,803297,0.48,-145813,5813,8640,0.67,-1695,66.9,240.0,8,0,6/4/06,6,2006
90,Chicago ,Ambassador ,471255,803297,0.59,82356,6979,8640,0.81,1166,67.5,240.0,8,0,6/11/06,6,2006
90,Chicago ,Ambassador ,431274,803297,0.54,-39981,6281,8640,0.73,-698,68.7,240.0,8,0,6/18/06,6,2006
90,Chicago ,Ambassador ,507001,803297,0.63,75727,7411,8640,0.86,1130,68.4,240.0,8,0,6/25/06,6,2006
90,Chicago ,Ambassador ,455645,803297,0.57,-51356,6893,8640,0.80,-518,66.1,240.0,8,0,7/2/06,7,2006
90,Chicago ,Ambassador ,478893,803297,0.60,23248,7358,8640,0.85,465,65.1,240.0,8,0,7/9/06,7,2006
90,Chicago ,Ambassador ,484605,803297,0.60,5712,7212,8640,0.83,-146,67.2,240.0,8,0,7/16/06,7,2006
90,Chicago ,Ambassador ,514322,803297,0.64,29717,7589,8640,0.88,377,67.8,240.0,8,0,7/23/06,7,2006
90,Chicago ,Ambassador ,517078,803297,0.64,2756,7591,8640,0.88,2,68.1,240.0,8,0,7/30/06,7,2006
90,Chicago ,Ambassador ,511814,803297,0.64,-5264,7663,8640,0.89,72,66.8,240.0,8,0,8/6/06,8,2006
90,Chicago ,Ambassador ,514124,803297,0.64,2310,7495,8640,0.87,-168,68.6,240.0,8,0,8/13/06,8,2006
90,Chicago ,Ambassador ,504719,803297,0.63,-9405,7387,8640,0.85,-108,68.3,240.0,8,0,8/20/06,8,2006
90,Chicago ,Ambassador ,747331,803297,0.93,242612,8188,8640,0.95,801,91.3,251.3,8,0,8/27/06,8,2006
90,Chicago ,Ambassador ,747401,803297,0.93,70,8234,8640,0.95,46,90.8,251.3,8,0,9/3/06,9,2006
90,Chicago ,Ambassador ,650205,803297,0.81,-97196,7726,8640,0.89,-508,84.2,251.3,8,0,9/10/06,9,2006
90,Chicago ,Ambassador ,728907,803297,0.91,78702,8418,8640,0.97,692,86.6,251.3,8,0,9/17/06,9,2006
90,Chicago ,Ambassador ,781545,803297,0.97,52638,8746,8640,1.01,328,89.4,251.3,8,0,9/24/06,9,2006
90,Chicago ,Ambassador ,812457,803297,1.01,30912,8760,8640,1.01,14,92.8,251.3,8,0,10/1/06,10,2006
90,Chicago ,Ambassador ,681867,803297,0.85,-130590,7563,8640,0.88,-1197,90.2,251.3,8,0,10/8/06,10,2006
90,Chicago ,Ambassador ,652542,803297,0.81,-29325,7815,8640,0.90,252,83.5,251.3,8,0,10/15/06,10,2006
90,Chicago ,Ambassador ,583867,803297,0.73,-68675,7910,8640,0.92,95,73.8,251.3,8,0,10/22/06,10,2006
90,Chicago ,Ambassador ,557400,803297,0.69,-26467,7958,8640,0.92,48,70.0,251.3,8,0,10/29/06,10,2006
90,Chicago ,Ambassador ,487380,803297,0.61,-70020,6872,8640,0.80,-1086,70.9,251.3,8,0,11/5/06,11,2006
90,Chicago ,Ambassador ,561431,803297,0.70,74051,7899,8640,0.91,1027,71.1,251.3,8,0,11/12/06,11,2006
90,Chicago ,Ambassador ,459791,698027,0.66,-101640,6555,7560,0.87,-1344,70.1,251.3,7,0,11/19/06,11,2006
90,Chicago ,Ambassador ,640613,803297,0.80,180822,8006,8640,0.93,1451,80.0,251.3,8,0,11/26/06,11,2006
90,Chicago ,Ambassador ,526035,803297,0.65,-114578,7340,8640,0.85,-666,71.7,251.3,8,0,12/3/06,12,2006
90,Chicago ,Ambassador ,586961,803297,0.73,60926,7861,8640,0.91,521,74.7,251.3,8,0,12/10/06,12,2006
90,Chicago ,Ambassador ,537087,803297,0.67,-49874,7434,8640,0.86,-427,72.3,251.3,8,0,12/17/06,12,2006
90,Chicago ,Ambassador ,504669,698027,0.72,-32418,6890,7560,0.91,-544,73.3,251.3,7,0,12/24/06,12,2006
90,Chicago ,Ambassador ,921398,897463,1.03,416729,9807,9720,1.01,2917,94.0,251.3,9,0,12/31/06,12,2006
90,Chicago ,Ambassador ,610776,803297,0.76,-310622,8160,8640,0.94,-1647,74.9,251.3,8,0,1/7/07,1,2007
90,Chicago ,Ambassador ,500399,803297,0.62,-110377,6758,8640,0.78,-1402,74.1,251.3,8,0,1/14/07,1,2007
90,Chicago ,Ambassador ,404781,803297,0.50,-95618,5834,8640,0.68,-924,69.4,251.3,8,0,1/21/07,1,2007
90,Chicago ,Ambassador ,392624,803297,0.49,-12157,5633,8640,0.65,-201,69.7,251.3,8,0,1/28/07,1,2007
90,Chicago ,Ambassador ,341062,803297,0.42,-51562,5206,8640,0.60,-427,65.5,251.3,8,0,2/4/07,2,2007
90,Chicago ,Ambassador ,368642,803297,0.46,27580,5427,8640,0.63,221,67.9,251.3,8,0,2/11/07,2,2007
90,Chicago ,Ambassador ,518904,803297,0.65,150262,6713,8640,0.78,1286,77.3,251.3,8,0,2/18/07,2,2007
90,Chicago ,Ambassador ,565817,803297,0.70,46913,8013,8640,0.93,1300,70.6,251.3,8,0,2/25/07,2,2007
90,Chicago ,Ambassador ,418552,803297,0.52,-147265,6097,8640,0.71,-1916,68.7,251.3,8,0,3/4/07,3,2007
90,Chicago ,Ambassador ,485369,803297,0.60,66817,6932,8640,0.80,835,70.0,251.3,8,0,3/11/07,3,2007
90,Chicago ,Ambassador ,555779,803297,0.69,70410,7996,8640,0.93,1064,69.5,251.3,8,0,3/18/07,3,2007
90,Chicago ,Ambassador ,574212,803297,0.71,18433,7960,8640,0.92,-36,72.1,251.3,8,0,3/25/07,3,2007
90,Chicago ,Ambassador ,509954,803297,0.63,-64258,7344,8640,0.85,-616,69.4,251.3,8,0,4/1/07,4,2007
90,Chicago ,Ambassador ,665092,803297,0.83,155138,8561,8640,0.99,1217,77.7,251.3,8,0,4/8/07,4,2007
90,Chicago ,Ambassador ,561841,803297,0.70,-103251,7584,8640,0.88,-977,74.1,251.3,8,0,4/15/07,4,2007
90,Chicago ,Ambassador ,522585,803297,0.65,-39256,7462,8640,0.86,-122,70.0,251.3,8,0,4/22/07,4,2007
90,Chicago ,Ambassador ,526591,803297,0.66,4006,7319,8640,0.85,-143,72.0,251.3,8,0,4/29/07,4,2007
90,Chicago ,Ambassador ,486451,803297,0.61,-40140,6868,8640,0.79,-451,70.8,251.3,8,0,5/6/07,5,2007
90,Chicago ,Ambassador ,443801,803297,0.55,-42650,6494,8640,0.75,-374,68.3,251.3,8,0,5/13/07,5,2007
90,Chicago ,Ambassador ,546238,803297,0.68,102437,7505,8640,0.87,1011,72.8,251.3,8,0,5/20/07,5,2007
90,Chicago ,Ambassador ,536908,803297,0.67,-9330,7481,8640,0.87,-24,71.8,251.3,8,0,5/27/07,5,2007
90,Chicago ,Ambassador ,395936,803297,0.49,-140972,5716,8640,0.66,-1765,69.3,251.3,8,0,6/3/07,6,2007
90,Chicago ,Ambassador ,476839,803297,0.59,80903,6879,8640,0.80,1163,69.3,251.3,8,0,6/10/07,6,2007
90,Chicago ,Ambassador ,456273,803297,0.57,-20566,6537,8640,0.76,-342,69.8,251.3,8,0,6/17/07,6,2007
90,Chicago ,Ambassador ,493790,803297,0.61,37517,7023,8640,0.81,486,70.3,251.3,8,0,6/24/07,6,2007
90,Chicago ,Ambassador ,495525,803297,0.62,1735,7164,8640,0.83,141,69.2,251.3,8,0,7/1/07,7,2007
90,Chicago ,Ambassador ,536245,803297,0.67,40720,7569,8640,0.88,405,70.9,251.3,8,0,7/8/07,7,2007
90,Chicago ,Ambassador ,552860,803297,0.69,16615,7920,8640,0.92,351,69.8,251.3,8,0,7/15/07,7,2007
90,Chicago ,Ambassador ,572445,803297,0.71,19585,8028,8640,0.93,108,71.3,251.3,8,0,7/22/07,7,2007
90,Chicago ,Ambassador ,603304,803297,0.75,30859,8276,8640,0.96,248,72.9,251.3,8,0,7/29/07,7,2007
90,Chicago ,Ambassador ,598008,803297,0.74,-5296,8187,8640,0.95,-89,73.0,251.3,8,0,8/5/07,8,2007
90,Chicago ,Ambassador ,580147,803297,0.72,-17861,7981,8640,0.92,-206,72.7,251.3,8,0,8/12/07,8,2007
90,Chicago ,Ambassador ,563135,803297,0.70,-17012,8066,8640,0.93,85,69.8,251.3,8,0,8/19/07,8,2007
90,Chicago ,Ambassador ,516963,803297,0.64,-46172,7493,8640,0.87,-573,69.0,251.3,8,0,8/26/07,8,2007
90,Chicago ,Ambassador ,519366,803297,0.65,2403,7440,8640,0.86,-53,69.8,251.3,8,0,9/2/07,9,2007
90,Chicago ,Ambassador ,337550,803297,0.42,-181816,4908,8640,0.57,-2532,68.8,251.3,8,0,9/9/07,9,2007
90,Chicago ,Ambassador ,417238,803297,0.52,79688,6014,8640,0.70,1106,69.4,251.3,8,0,9/16/07,9,2007
90,Chicago ,Ambassador ,421672,803297,0.52,4434,6030,8640,0.70,16,69.9,251.3,8,0,9/23/07,9,2007
90,Chicago ,Ambassador ,434645,803297,0.54,12973,6227,8640,0.72,197,69.8,251.3,8,0,9/30/07,9,2007
90,Chicago ,Ambassador ,493359,803297,0.61,58714,6673,8640,0.77,446,73.9,251.3,8,0,10/7/07,10,2007
90,Chicago ,Ambassador ,504255,803297,0.63,10896,7239,8640,0.84,566,69.7,251.3,8,0,10/14/07,10,2007
90,Chicago ,Ambassador ,525174,803297,0.65,20919,7387,8640,0.85,148,71.1,251.3,8,0,10/21/07,10,2007
90,Chicago ,Ambassador ,482610,803297,0.60,-42564,6772,8640,0.78,-615,71.3,251.3,8,0,10/28/07,10,2007
90,Chicago ,Ambassador ,480581,803297,0.60,-2029,6815,8640,0.79,43,70.5,251.3,8,0,11/4/07,11,2007
90,Chicago ,Ambassador ,257693,398873,0.65,-222888,3819,4320,0.88,-2996,67.5,251.3,4,0,11/11/07,11,2007
90,Chicago ,Ambassador ,330421,598309,0.55,330421,5148,6480,0.79,5148,64.2,251.3,6,0,12/2/07,12,2007
90,Chicago ,Ambassador ,455920,803297,0.57,125499,6219,8640,0.72,1071,73.3,251.3,8,0,12/9/07,12,2007
90,Chicago ,Ambassador ,404033,803297,0.50,-51887,5766,8640,0.67,-453,70.1,251.3,8,0,12/16/07,12,2007
90,Chicago ,Ambassador ,457866,698027,0.66,53833,6249,7560,0.83,483,73.3,251.3,7,0,12/23/07,12,2007
90,Chicago ,Ambassador ,857214,996793,0.86,399348,9415,9720,0.97,3166,91.1,251.3,9,0,12/30/07,12,2007
90,Chicago ,Ambassador ,561857,808782,0.69,-295357,7482,8640,0.87,-1933,75.1,251.3,8,0,1/6/08,1,2008
90,Chicago ,Ambassador ,377829,808782,0.47,-184028,5556,8640,0.64,-1926,68.0,251.3,8,0,1/13/08,1,2008
90,Chicago ,Ambassador ,373213,808782,0.46,-4616,5423,8640,0.63,-133,68.8,251.3,8,0,1/20/08,1,2008
90,Chicago ,Ambassador ,312874,808782,0.39,-60339,4649,8640,0.54,-774,67.3,251.3,8,0,1/27/08,1,2008
90,Chicago ,Ambassador ,245076,808782,0.30,-67798,3697,8640,0.43,-952,66.3,251.3,8,0,2/3/08,2,2008
90,Chicago ,Ambassador ,316125,808782,0.39,71049,4710,8640,0.55,1013,67.1,251.3,8,0,2/10/08,2,2008
90,Chicago ,Ambassador ,485270,808782,0.60,169145,6687,8640,0.77,1977,72.6,251.3,8,0,2/17/08,2,2008
90,Chicago ,Ambassador ,391043,808782,0.48,-94227,5806,8640,0.67,-881,67.4,251.3,8,0,2/24/08,2,2008
90,Chicago ,Ambassador ,345883,808782,0.43,-45160,5227,8640,0.60,-579,66.2,251.3,8,0,3/2/08,3,2008
90,Chicago ,Ambassador ,375558,808782,0.46,29675,5690,8640,0.66,463,66.0,251.3,8,0,3/9/08,3,2008
90,Chicago ,Ambassador ,478439,808782,0.59,102881,7272,8640,0.84,1582,65.8,251.3,8,0,3/16/08,3,2008
90,Chicago ,Ambassador ,669592,808782,0.83,191153,8614,8640,1.00,1342,77.7,251.3,8,0,3/23/08,3,2008
90,Chicago ,Ambassador ,590282,808782,0.73,-79310,7885,8640,0.91,-729,74.9,251.3,8,0,3/30/08,3,2008
90,Chicago ,Ambassador ,455184,808782,0.56,-135098,6989,8640,0.81,-896,65.1,251.3,8,0,4/6/08,4,2008
90,Chicago ,Ambassador ,453218,808782,0.56,-1966,6875,8640,0.80,-114,65.9,251.3,8,0,4/13/08,4,2008
90,Chicago ,Ambassador ,465922,808782,0.58,12704,6842,8640,0.79,-33,68.1,251.3,8,0,4/20/08,4,2008
90,Chicago ,Ambassador ,516239,808782,0.64,50317,7526,8640,0.87,684,68.6,251.3,8,0,4/27/08,4,2008
90,Chicago ,Ambassador ,516522,808782,0.64,283,6879,8640,0.80,-647,75.1,251.3,8,0,5/4/08,5,2008
90,Chicago ,Ambassador ,472042,808782,0.58,-44480,7039,8640,0.81,160,67.1,251.3,8,0,5/11/08,5,2008
90,Chicago ,Ambassador ,511729,808782,0.63,39687,7252,8640,0.84,213,70.6,251.3,8,0,5/18/08,5,2008
90,Chicago ,Ambassador ,554731,808782,0.69,43002,7799,8640,0.90,547,71.1,251.3,8,0,5/25/08,5,2008
90,Chicago ,Ambassador ,407726,808782,0.50,-147005,6013,8640,0.70,-1786,67.8,251.3,8,0,6/1/08,6,2008
90,Chicago ,Ambassador ,438418,808782,0.54,30692,6469,8640,0.75,456,67.8,251.3,8,0,6/8/08,6,2008
90,Chicago ,Ambassador ,411666,808782,0.51,-26752,6247,8640,0.72,-222,65.9,251.3,8,0,6/15/08,6,2008
90,Chicago ,Ambassador ,493140,797745,0.62,81474,7328,8640,0.85,1081,67.3,250.0,8,0,6/22/08,6,2008
90,Chicago ,Ambassador ,503024,797745,0.63,9884,7238,8640,0.84,-90,69.5,250.0,8,0,6/29/08,6,2008
90,Chicago ,Ambassador ,521942,797745,0.65,18918,7950,8640,0.92,712,65.7,250.0,8,0,7/6/08,7,2008
90,Chicago ,Ambassador ,468099,797745,0.59,-53843,6802,8640,0.79,-1148,68.8,250.0,8,0,7/13/08,7,2008
90,Chicago ,Ambassador ,521151,797745,0.65,53052,7377,8640,0.85,575,70.7,250.0,8,0,7/20/08,7,2008
90,Chicago ,Ambassador ,551427,797745,0.69,30276,7938,8640,0.92,561,69.5,250.0,8,0,7/27/08,7,2008
90,Chicago ,Ambassador ,553490,797745,0.69,2063,7971,8640,0.92,33,69.4,250.0,8,0,8/3/08,8,2008
90,Chicago ,Ambassador ,572586,797745,0.72,19096,8059,8640,0.93,88,71.1,250.0,8,0,8/10/08,8,2008
90,Chicago ,Ambassador ,588995,797745,0.74,16409,8026,8640,0.93,-33,73.4,250.0,8,0,8/17/08,8,2008
90,Chicago ,Ambassador ,552283,839007,0.66,-36712,7745,8640,0.90,-281,71.3,250.0,8,0,8/24/08,8,2008
90,Chicago ,Ambassador ,604214,839007,0.72,51931,8068,8640,0.93,323,74.9,250.0,8,0,8/31/08,8,2008
90,Chicago ,Ambassador ,392435,839007,0.47,-211779,5919,8640,0.69,-2149,66.3,250.0,8,0,9/7/08,9,2008
90,Chicago ,Ambassador ,451569,839007,0.54,59134,6668,8640,0.77,749,67.7,250.0,8,0,9/14/08,9,2008
90,Chicago ,Ambassador ,469233,839007,0.56,17664,6802,8640,0.79,134,69.0,250.0,8,0,9/21/08,9,2008
90,Chicago ,Ambassador ,482603,839007,0.58,13370,6810,8640,0.79,8,70.9,250.0,8,0,9/28/08,9,2008
90,Chicago ,Ambassador ,481869,839007,0.57,-734,7024,8640,0.81,214,68.6,250.0,8,0,10/5/08,10,2008
90,Chicago ,Ambassador ,537411,839007,0.64,55542,6929,8640,0.80,-95,77.6,250.0,8,0,10/12/08,10,2008
90,Chicago ,Ambassador ,566662,839007,0.68,29251,7865,8640,0.91,936,72.1,250.0,8,0,10/19/08,10,2008
90,Chicago ,Ambassador ,541548,839007,0.65,-25114,7892,8640,0.91,27,68.6,250.0,8,0,10/26/08,10,2008
90,Chicago ,Ambassador ,448504,844215,0.53,-93044,6512,8640,0.75,-1380,68.9,250.0,8,0,11/2/08,11,2008
90,Chicago ,Ambassador ,469518,844215,0.56,21014,6790,8640,0.79,278,69.2,250.0,8,0,11/9/08,11,2008
90,Chicago ,Ambassador ,400254,844215,0.47,-69264,5761,8640,0.67,-1029,69.5,250.0,8,0,11/16/08,11,2008
90,Chicago ,Ambassador ,387731,844215,0.46,-12523,5662,8640,0.66,-99,68.5,250.0,8,0,11/23/08,11,2008
90,Chicago ,Ambassador ,531213,844215,0.63,143482,6754,8640,0.78,1092,78.7,250.0,8,0,11/30/08,11,2008
90,Chicago ,Ambassador ,449715,844215,0.53,-81498,6319,8640,0.73,-435,71.2,250.0,8,0,12/7/08,12,2008
90,Chicago ,Ambassador ,420304,844215,0.50,-29411,5856,8640,0.68,-463,71.8,250.0,8,0,12/14/08,12,2008
90,Chicago ,Ambassador ,415309,844215,0.49,-4995,5897,8640,0.68,41,70.4,250.0,8,0,12/21/08,12,2008
90,Chicago ,Ambassador ,746269,913728,0.82,330960,8590,8640,0.99,2693,86.9,250.0,8,0,12/28/08,12,2008
90,Chicago ,Ambassador ,796853,925105,0.86,50584,8742,8640,1.01,152,91.2,250.0,8,0,1/4/09,1,2009
90,Chicago ,Ambassador ,476555,894767,0.53,-320298,7092,8640,0.82,-1650,67.2,250.0,8,0,1/11/09,1,2009
90,Chicago ,Ambassador ,476811,894767,0.53,256,6904,8640,0.80,-188,69.1,250.0,8,0,1/18/09,1,2009
90,Chicago ,Ambassador ,370152,894767,0.41,-106659,5751,8640,0.67,-1153,64.4,250.0,8,0,1/25/09,1,2009
90,Chicago ,Ambassador ,322076,894767,0.36,-48076,4932,8640,0.57,-819,65.3,250.0,8,0,2/1/09,2,2009
90,Chicago ,Ambassador ,349883,894767,0.39,27807,5392,8640,0.62,460,64.9,250.0,8,0,2/8/09,2,2009
90,Chicago ,Ambassador ,575919,894767,0.64,226036,7404,8640,0.86,2012,77.8,250.0,8,0,2/15/09,2,2009
90,Chicago ,Ambassador ,526922,894767,0.59,-48997,7506,8640,0.87,102,70.2,250.0,8,0,2/22/09,2,2009
90,Chicago ,Ambassador ,378334,894767,0.42,-148588,5824,8640,0.67,-1682,65.0,250.0,8,0,3/1/09,3,2009
90,Chicago ,Ambassador ,397019,894767,0.44,18685,6158,8640,0.71,334,64.5,250.0,8,0,3/8/09,3,2009
90,Chicago ,Ambassador ,516693,894767,0.58,119674,7885,8640,0.91,1727,65.5,250.0,8,0,3/15/09,3,2009
90,Chicago ,Ambassador ,592621,894767,0.66,75928,7870,8640,0.91,-15,75.3,250.0,8,0,3/22/09,3,2009
90,Chicago ,Ambassador ,538372,894767,0.60,-54249,7823,8640,0.91,-47,68.8,250.0,8,0,3/29/09,3,2009
90,Chicago ,Ambassador ,498849,894767,0.56,-39523,7317,8640,0.85,-506,68.2,250.0,8,0,4/5/09,4,2009
90,Chicago ,Ambassador ,764173,894767,0.85,265324,8739,8640,1.01,1422,87.4,250.0,8,0,4/12/09,4,2009
90,Chicago ,Ambassador ,620809,894767,0.69,-143364,7802,8640,0.90,-937,79.6,250.0,8,0,4/19/09,4,2009
90,Chicago ,Ambassador ,516557,894767,0.58,-104252,7460,8640,0.86,-342,69.2,250.0,8,0,4/26/09,4,2009
90,Chicago ,Ambassador ,517626,894767,0.58,1069,7622,8640,0.88,162,67.9,250.0,8,0,5/3/09,5,2009
90,Chicago ,Ambassador ,450791,894767,0.50,-66835,6797,8640,0.79,-825,66.3,250.0,8,0,5/10/09,5,2009
90,Chicago ,Ambassador ,486110,894767,0.54,35319,7282,8640,0.84,485,66.8,250.0,8,0,5/17/09,5,2009
90,Chicago ,Ambassador ,564982,894767,0.63,78872,7716,8640,0.89,434,73.2,250.0,8,0,5/24/09,5,2009
90,Chicago ,Ambassador ,481815,989860,0.49,-83167,6312,8640,0.73,-1404,76.3,250.0,8,0,5/31/09,5,2009
90,Chicago ,Ambassador ,487493,989860,0.49,5678,6399,8640,0.74,87,76.2,250.0,8,0,6/7/09,6,2009
90,Chicago ,Ambassador ,564928,989860,0.57,77435,7422,8640,0.86,1023,76.1,250.0,8,0,6/14/09,6,2009
90,Chicago ,Ambassador ,602240,989860,0.61,37312,7672,8640,0.89,250,78.5,250.0,8,0,6/21/09,6,2009
